RP Type,Property Reference      ,UPRN                    ,Parish                          ,Account Holder 1                                          ,Account Holder 2                                          ,Liable From  ,Property Name 1                                ,Property Name 2                                ,Address 1                                      ,Address 2                                      ,Address 3            ,Address 4            ,Post Code     ,Rateable Value,VO Code,Property Description                                      ,Charity,Discretionary,Mandatory,Disc Char Amt,Mand Char Amt,Charity Relief From,Rural,Disc Rural   ,Mand Rural   ,Disc Rural Amt,Mand Rural Amt,Rural From,SBRR,SBRR Amount,SBRR From ,S44,S44 Amount,S44 From  ,S49,S49 Amount,S49 Percent,S49 From  ,Local Discount,Local Amount,RHL,RHL Amount,RHL From,SSB,SSB Amount,SSB From,Transitional,Transitional Amount,Transitional From,Transitional To,Empty,Empty Amount,Empty From,Exempt,Exempt Amount,Exempt From,Exempt To  ,Exempt Type,Unnamed: 59,Latitude,Longitude
C,1.03206E+11,10070622875,LINDFIELD RURAL,BSW BUILDING SERVICES LTD,,2000-08-31 00:00:00,,,UNITS 1-3 ROCK LODGE VINEYARD,LEWES ROAD,SCAYNES HILL,HAYWARDS HEATH WEST SUSSEX,RH17 7NG,32750,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.040000,-0.110000
C,1.01008E+11,10090944093,BURGESS HILL,BT PLC,,2017-10-01 00:00:00,,,TELEPHONE BOX ADVERTISING RIGHT,014448700852 JCDECAUX,CHURCH WALK MEWS,BURGESS HILL WEST SUSSEX,RH15 9BP,450,CA,ADVERTISING RIGHT AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.02225E+11,10093411658,HAYWARDS HEATH,BT PLC,,2022-03-01 00:00:00,,,PHONE BOX AD RIGHT JCDECAUX,01444 440673 HAYWARDS ROAD,HAYWARDS HEATH,WEST SUSSEX,RH16 4LR,450,CA,ADVERTISING RIGHT AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.990000,-0.100000
C,1.01028E+11,10070638891,BURGESS HILL,BUBBLE CAR VALETING LTD,,2015-01-31 00:00:00,,,85-87 LONDON ROAD,BURGESS HILL,WEST SUSSEX,,RH15 8NE,29750,CG1W,VEHICLE REPAIR WORKSHOP. WORKSHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-5938.1,Y,-5938.1,2022-04-01 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,50.940000,-0.140000
C,1.01008E+11,10070621804,BURGESS HILL,BUCKNALL TRADING LTD,,2024-02-14 00:00:00,70 CHURCH WALK,,70 CHURCH WALK,BURGESS HILL,WEST SUSSEX,,RH15 9AS,44000,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-8782.4,Y,-8782.4,2024-02-14 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01028E+11,10070632049,BURGESS HILL,BUDDYS CATERING LIMITED,,2022-06-24 00:00:00,247 LONDON ROAD,,247 LONDON ROAD,BURGESS HILL,WEST SUSSEX,,RH15 9QU,8600,CR1,CAFE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-4291.4,2022-06-24 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01609E+11,10093411366,CUCKFIELD RURAL,BUILDING BLOCKS SLT LTD,,2025-09-01 00:00:00,UNITS 2 & 3,THE COURTYARD,HOLMSTED FARM,STAPLEFIELD ROAD,CUCKFIELD,HAYWARDS HEATH WEST SUSSEX,RH17 5JT,24250,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.020000,-0.130000
C,1.00301E+11,10096790612,ANSTY AND STAPLEFIELD,BULSTRODE FARM LTD,,2019-01-01 00:00:00,,,HOLIDAY LET,HOME FARM SLAUGHAM ROAD,STAPLEFIELD,WEST SUSSEX,RH17 6AP,1600,CH1,Self Contained Holiday Unit and Presmises,N,0,0,0,0,,N,0,0,0,0,,Y,-798.4,2020-01-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.030000,-0.120000
C,1.01028E+11,1.00062E+11,BURGESS HILL,BUON APPETITO BROTHER LTD,,2020-02-01 00:00:00,,,169-171 LONDON ROAD,BURGESS HILL,WEST SUSSEX,,RH15 8LH,17250,CR,RESTAURANT AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-3443.1,Y,-3443.1,2022-04-01 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,50.940000,-0.140000
C,10100800048Z,1.00062E+11,BURGESS HILL,BURGESS FOOD LTD,T/A DRAGON & PEACOCK,2024-08-17 00:00:00,48 CHURCH ROAD,,48 CHURCH ROAD,BURGESS HILL,WEST SUSSEX,,RH15 9AE,10000,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-4990,2024-08-17 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01051E+11,10095667744,BURGESS HILL,BURGESS HILL,COMMUNITY CUPBOARD CIO,2023-07-01 00:00:00,,,UNIT 4 25-29 THE MARTLETS,BURGESS HILL,WEST SUSSEX,,RH15 9NN,5900,CS,SHOP AND PREMISES,Y,20,80,0,-2355.28,2023-07-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,10103070014A,10070638972,BURGESS HILL,BURGESS HILL,COMMUNITY CUPBOARD CIO.,2025-09-12 00:00:00,,,14A MARKET PLACE,BURGESS HILL,WEST SUSSEX,,RH15 9NP,4000,CW3,STORE AND PREMISES,Y,20,80,0,-879.34,2025-09-12 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01043E+11,1.00062E+11,BURGESS HILL,BURGESS HILL BOWLS CLUB,,1995-04-01 00:00:00,,,BURGESS HILL BOWLS CLUB,PAVILLION,WESTHILL DRIVE,BURGESS HILL WEST SUSSEX,RH15 9PP,6500,LX,BOWLING CLUB AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-3243.5,2006-04-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01047E+11,10070632308,BURGESS HILL,BURGESS HILL BROWNIE & GUIDE ASS,,1995-04-01 00:00:00,GIRL GUIDE & BROWNIES HALL,,GIRL GUIDE & BROWNIES HALL,STATION ROAD,BURGESS HILL,WEST SUSSEX,RH15 9EN,1950,LC3,HALL AND PREMISES,Y,20,80,0,-778.44,1995-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01008E+11,10070624972,BURGESS HILL,BURGESS HILL COMMUNITY FOOD,BANK,2020-04-27 00:00:00,85 CHURCH WALK,,85 CHURCH WALK,BURGESS HILL,WEST SUSSEX,,RH15 9BQ,13000,CR,RESTAURANT AND PREMISES,Y,0,80,0,-5189.6,2020-04-27 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01008E+11,10070629922,BURGESS HILL,BURGESS HILL COMMUNITY RADIO CIC,,2018-02-16 00:00:00,89 CHURCH WALK,,89 CHURCH WALK,BURGESS HILL,WEST SUSSEX,,RH15 9BQ,11000,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-5489,2018-02-16 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01012E+11,1.00062E+11,BURGESS HILL,BURGESS HILL CONSTITUTIONAL CLUB,LIMITED,1995-04-01 00:00:00,,,32 CYPRUS ROAD,BURGESS HILL,WEST SUSSEX,,RH15 8DX,18000,CL2,CLUB AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-4900.01,N,0,,Y,-4900.01,2023-04-01 00:00:00,Y,-2281.99,2025-04-01 00:00:00,2026-04-01 00:00:00,N,0,,N,0,,,,,50.940000,-0.140000
C,10100810077Y,10070630781,BURGESS HILL,BURGESS HILL CREATIVE COMMUNITY,(BHCC),2025-11-10 00:00:00,77 CHURCH WALK,,77 CHURCH WALK,BURGESS HILL,WEST SUSSEX,,RH15 9BQ,22750,CS,SHOP AND PREMISES,Y,0,80,0,-3383.9,2025-11-10 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01051E+11,10070624949,BURGESS HILL,BURGESS HILL CREATIVE COMMUNITY,(BHCC),2025-11-10 00:00:00,,,1 THE MARTLETS,BURGESS HILL,WEST SUSSEX,,RH15 9NN,9900,CS,SHOP AND PREMISES,Y,0,80,0,-1537.52,2025-11-10 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01047E+11,1.00062E+11,BURGESS HILL,BURGESS HILL DENTAL CARE LTD,,1995-04-01 00:00:00,75 STATION ROAD,,75 STATION ROAD,BURGESS HILL,WEST SUSSEX,,RH15 9DY,8800,MH,SURGERY AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-4391.2,2005-04-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01008E+11,10070627659,BURGESS HILL,BURGESS HILL FAMILY FUNERAL,SERVICES LTD,2019-06-10 00:00:00,80 CHURCH WALK,,80 CHURCH WALK,BURGESS HILL,WEST SUSSEX,,RH15 9AS,17250,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-3443.1,Y,-3443.1,2023-04-01 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01603E+11,10070639146,CUCKFIELD RURAL,BURGESS HILL FAMILY FUNERAL,SERVICES LTD,2015-09-01 00:00:00,,,UNIT 1A MOONHILL FARM,BURGESS HILL ROAD,ANSTY,HAYWARDS HEATH WEST SUSSEX,RH17 5AH,9400,CW3,STORE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,Y,-295.96,2025-04-01 00:00:00,2026-04-01 00:00:00,N,0,,N,0,,,,,51.020000,-0.130000
C,10100810082Y,10070627663,BURGESS HILL,BURGESS HILL FAMILY FUNERAL,SERVICES LTD,2013-11-29 00:00:00,82 CHURCH WALK,,82 CHURCH WALK,BURGESS HILL,WEST SUSSEX,,RH15 9AS,17250,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-3443.1,Y,-3443.1,2023-04-01 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01031E+11,10070624347,BURGESS HILL,BURGESS HILL PANTRY,COMMUNITY CUPBOARD CIO,2025-05-01 00:00:00,,,18 MARKET PLACE,BURGESS HILL,WEST SUSSEX,,RH15 9NP,15750,CS,SHOP AND PREMISES,Y,20,80,0,-4719.86,2025-05-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01046E+11,10070632219,BURGESS HILL,BURGESS HILL R F C LTD,,1995-04-01 00:00:00,,,SOUTHWAY PAVILION,SOUTHWAY,BURGESS HILL,WEST SUSSEX,RH15 9SU,7300,CL2,CLUB AND PREMISES,Y,0,80,0,-2914.16,2019-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,10104440008Z,10070631976,BURGESS HILL,BURGESS HILL SCHOOL FOR GIRLS,,1995-04-01 00:00:00,,,BURGESS HILL SCHOOL FOR GIRLS,10 SILVERDALE ROAD,BURGESS HILL,WEST SUSSEX,RH15 0EF,447500,EP,SCHOOL AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.950000,-0.130000
C,1.01008E+11,10070646003,BURGESS HILL,BURGESS HILL THEATRE CLUB,,1996-04-01 00:00:00,,,BURGESS HILL THEATRE CLUB,CHURCH WALK,BURGESS HILL,WEST SUSSEX,RH15 9AS,4500,CL2,CLUB AND PREMISES,Y,100,0,0,0,1996-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.00805E+11,10070638778,BOLNEY,BURGESS HILL TOWN COUNCIL,,2024-06-28 00:00:00,,,UNIT 6,BOLNEY GRANGE BUSINESS PARK,BOLNEY HAYWARDS HEATH,WEST SUSSEX,RH17 5PB,16750,IF3,WORKSHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.020000,-0.130000
C,10100810096W,10070627991,BURGESS HILL,BURGESS HILL TOWN COUNCIL,,1996-11-01 00:00:00,96 CHURCH WALK,,96 CHURCH WALK,BURGESS HILL,WEST SUSSEX,,RH15 9AS,19000,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.02804E+11,10070631922,HASSOCKS,BURGESS HILL TOWN COUNCIL,,2004-08-01 00:00:00,,,BURGESS HILL BURIAL GROUND,JANE MURRAY WAY,BURGESS HILL,WEST SUSSEX,RH15 9XT,1150,MC,CEMETERY AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01027E+11,1.00063E+11,BURGESS HILL,BURGESS HILL TOWN F.C.LTD,,1995-04-01 00:00:00,,,BURGESS HILL TOWN F C PAVILION,LEYLANDS PARK,BURGESS HILL,WEST SUSSEX,RH15 8AQ,10250,LS5,FOOTBALL GROUND AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-5114.75,2017-04-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.940000,-0.140000
C,1.0101E+11,2.00003E+11,BURGESS HILL,BURGESS HILL YOUTH,,1995-04-01 00:00:00,,,FAIRFIELD COMMUNITY CENTRE,WESTERN ROAD,BURGESS HILL,WEST SUSSEX,RH15 8QN,4750,LC,Community Centre and Premises,Y,20,80,0,-1896.2,1995-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.940000,-0.140000
C,10482540837W,10014104159,WORTH,BURRWOOD ENVIRONMENTL SRV LTD,,2008-11-01 00:00:00,,,BLOCK 5. UNIT 6 BARNS COURT,TURNERS HILL ROAD,CRAWLEY DOWN,WEST SUSSEX,RH10 4HQ,11000,CW3,STORE,N,0,0,0,0,,N,0,0,0,0,,Y,-5489,2008-11-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.120000,-0.150000
C,1.04825E+11,10070627802,WORTH,BUSHWILLOW HOMES (CRAWLEY DOWN),LTD,2024-11-14 00:00:00,VILLAGE HALL,,VILLAGE HALL,TURNERS HILL ROAD,CRAWLEY DOWN,CRAWLEY WEST SUSSEX,RH10 4HE,5900,LC3,HALL AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,Y,0,2024-11-14 00:00:00,N,0,,,,,51.120000,-0.150000
C,10480250718Q,1.00062E+11,WORTH,BUSINESS ENVIRONMENTS LTD,,2012-12-13 00:00:00,,,UNIT 14D BORERS YARD,BORERS ARMS ROAD,COPTHORNE,CRAWLEY. WEST SUSSEX,RH10 3LH,2600,CO,OFFICE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-1297.4,2012-12-13 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.115000,-0.160000
C,1.04208E+11,10090016860,TURNERS HILL,BUSINESS ENVIRONMENTS LTD,,2017-04-01 00:00:00,,,CONTAINER 16 QUARRY COMPOUND,ROWFANT BUSINESS CENTRE,WALLAGE LANE ROWFANT,CRAWLEY. WEST SUSSEX,RH10 4NQ,1275,IX,STORAGE CONTAINER AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.120000,-0.150000
C,1.01841E+11,1.00062E+11,EAST GRINSTEAD,BUSY BEES NURSERIES LIMITED,,2019-12-03 00:00:00,,,72-74 MOAT ROAD,EAST GRINSTEAD,WEST SUSSEX,,RH19 3LH,70000,EN1,DAY NURSERY AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.115000,-0.015000
C,1.02249E+11,10070636880,HAYWARDS HEATH,BUSY BEES NURSERIES LIMITED,,2006-07-21 00:00:00,EARLY YEARS CHILDCARE PLC,,SOUTHDOWNS PARK,HAYWARDS HEATH,WEST SUSSEX,,RH16 4SL,84000,EN1,DAY NURSERY AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.990000,-0.100000
C,1.01001E+11,10070623726,BURGESS HILL,BYS FITNESS LIMITED,,2023-01-30 00:00:00,,,UNIT 6 SOVEREIGN BUSINESS PARK,ALBERT DRIVE,BURGESS HILL,WEST SUSSEX,RH15 9TY,34000,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-6786.4,Y,-6786.4,2023-01-30 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.01059E+11,10090941884,BURGESS HILL,C BREWER & SONS LTD,,2015-03-13 00:00:00,,,UNIT 2 1A WILLIAM WAY,BURGESS HILL,WEST SUSSEX,,RH15 9AG,26000,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.0221E+11,1.00063E+11,HAYWARDS HEATH,C BREWER & SONS LTD,,1995-04-01 00:00:00,UNIT 4 AT 21-24,,UNIT 4 AT 21-24,BRIDGE ROAD,HAYWARDS HEATH,WEST SUSSEX,RH16 1UA,19500,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.005000,-0.080000
C,1.03203E+11,10070628249,LINDFIELD RURAL,C JENKIN & SON LTD,,1995-04-01 00:00:00,,,EAST MASCALLS FARM,EAST MASCALLS LANE,LINDFIELD,HAYWARDS HEATH WEST SUSSEX,RH16 2QN,88500,CW3,STORE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-19647,Y,-19647,2022-04-01 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,51.010000,-0.060000
C,10480860704X,10070640253,WORTH,C S CABLE JOINTING LTD,,2012-03-05 00:00:00,,,UNIT 3B PEMBLEY GREEN BUSINESS PARK,PEMBLEY GREEN COPTHORNE COMMON,COPTHORNE,CRAWLEY. WEST SUSSEX,RH10 3LF,20750,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.115000,-0.160000
C,10440040712X,10095671826,TWINEHAM,C&H ELECTRICAL SERVICES LTD,,2023-12-01 00:00:00,,,UNIT 1BA HILLMANS FARM,BOLNEY CHAPEL ROAD,TWINEHAM,HAYWARDS HEATH WEST SUSSEX,RH17 5NN,2850,CO,Offices and Premises,N,0,0,0,0,,N,0,0,0,0,,Y,-1422.15,2023-12-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.020000,-0.130000
